incident_id,animal_category,incident_type,time_of_day,location_type,weather,has_bleeding,has_trapped,has_unconscious,near_highway,in_storm,response_time_min,distance_km,org_type,priority,rescue_success
932,wildlife,injured,evening,urban,fog,0,0,0,0,0,34,25.42,veterinary,medium,1
933,other,injured,evening,rural,fog,1,0,0,0,0,12,7.31,firefighter,medium,1
934,cat,aggressive,afternoon,urban,rain,0,0,0,0,0,97,30.1,firefighter,low,0
935,bird,trapped,evening,forest,clear,0,1,0,0,0,71,39.69,firefighter,medium,0
936,bird,injured,afternoon,forest,storm,0,0,0,0,1,90,49.42,wildlife_center,low,0
937,wildlife,other,evening,rural,fog,0,0,0,0,0,85,0.8,firefighter,low,1
938,cat,injured,afternoon,rural,rain,0,0,0,0,0,111,39.86,wildlife_center,low,1
939,dog,aggressive,night,forest,rain,0,0,0,0,0,97,10.28,firefighter,low,1
940,cat,endangered,evening,highway,fog,0,0,0,1,0,86,10.47,firefighter,critical,1
941,bird,aggressive,night,rural,fog,0,0,0,0,0,61,21.42,firefighter,low,0
942,wildlife,injured,night,water_body,clear,1,0,1,0,0,81,27.09,wildlife_center,critical,1
943,wildlife,endangered,night,forest,fog,0,0,0,0,0,76,30.5,veterinary,medium,1
944,wildlife,trapped,afternoon,rural,clear,0,1,0,0,0,6,43.15,blue_cross,critical,1
945,wildlife,aggressive,evening,water_body,fog,0,0,0,0,0,44,32.23,veterinary,low,1
946,dog,injured,night,highway,rain,0,0,0,1,0,37,38.68,blue_cross,medium,1
947,wildlife,endangered,morning,water_body,fog,0,0,0,0,0,99,12.72,firefighter,medium,1
948,bird,injured,afternoon,forest,fog,1,0,0,0,0,36,30.31,wildlife_center,medium,1
949,dog,aggressive,night,highway,clear,0,0,0,1,0,71,45.54,firefighter,medium,1
950,wildlife,endangered,evening,highway,fog,0,0,0,1,0,80,15.74,firefighter,critical,0
951,dog,injured,evening,rural,storm,1,0,1,0,1,55,35.1,veterinary,critical,0
952,wildlife,injured,morning,urban,fog,1,0,0,0,0,98,21.83,wildlife_center,critical,0
953,cat,trapped,night,rural,clear,0,1,0,0,0,62,28.57,wildlife_center,medium,1
954,dog,trapped,afternoon,forest,fog,0,1,0,0,0,61,31.53,veterinary,medium,0
955,cat,injured,evening,urban,fog,0,0,0,0,0,8,29.49,firefighter,low,1
956,dog,injured,morning,forest,clear,1,0,1,0,0,10,5.29,veterinary,critical,1
957,other,endangered,night,water_body,storm,0,0,0,0,1,82,21.76,blue_cross,critical,0
958,bird,endangered,afternoon,forest,fog,0,0,0,0,0,53,30.74,blue_cross,medium,0
959,dog,injured,night,water_body,rain,0,0,0,0,0,72,14.33,wildlife_center,low,1
960,other,aggressive,night,rural,clear,0,0,0,0,0,86,47.9,blue_cross,low,1
961,bird,injured,evening,water_body,rain,1,0,0,0,0,83,39.8,blue_cross,medium,0
962,wildlife,injured,night,forest,rain,1,0,1,0,0,117,28.81,veterinary,critical,1
963,dog,endangered,night,rural,fog,0,0,0,0,0,19,24.37,wildlife_center,medium,1
964,cat,injured,morning,water_body,clear,0,0,1,0,0,120,19.48,blue_cross,medium,1
965,bird,aggressive,morning,rural,fog,0,0,0,0,0,16,39.88,blue_cross,low,0
966,other,other,morning,forest,fog,0,0,0,0,0,96,37.28,firefighter,low,0
967,other,aggressive,afternoon,rural,storm,0,0,0,0,1,19,14.9,veterinary,low,1
968,other,trapped,morning,highway,storm,0,1,0,1,1,21,42.74,firefighter,critical,0
969,dog,endangered,morning,highway,rain,0,0,0,1,0,113,19.71,firefighter,critical,0
970,bird,trapped,afternoon,urban,fog,0,1,0,0,0,6,27.15,firefighter,medium,1
971,bird,trapped,night,water_body,rain,0,1,0,0,0,81,14.53,veterinary,medium,0
972,bird,other,morning,forest,fog,0,0,0,0,0,85,41.52,firefighter,low,1
973,wildlife,injured,evening,rural,rain,1,0,1,0,0,33,35.17,veterinary,critical,0
974,cat,aggressive,night,forest,rain,0,0,0,0,0,7,27.62,blue_cross,low,1
975,wildlife,endangered,night,water_body,clear,0,0,0,0,0,72,36.47,blue_cross,medium,0
976,cat,other,night,urban,rain,0,0,0,0,0,46,37.74,veterinary,low,0
977,bird,aggressive,afternoon,highway,rain,0,0,0,1,0,61,34.95,blue_cross,medium,0
978,cat,trapped,afternoon,urban,storm,0,1,0,0,1,97,42.88,veterinary,medium,0
979,cat,aggressive,night,rural,clear,0,0,0,0,0,17,18.1,firefighter,low,1
980,dog,injured,evening,highway,fog,1,0,0,1,0,56,12.63,veterinary,critical,1
981,wildlife,endangered,afternoon,water_body,clear,0,0,0,0,0,104,23.45,firefighter,medium,1
982,wildlife,endangered,morning,urban,clear,0,0,0,0,0,15,6.54,wildlife_center,medium,1
983,other,other,night,forest,clear,0,0,0,0,0,106,29.85,firefighter,low,1
984,wildlife,endangered,afternoon,urban,storm,0,0,0,0,1,13,35.83,wildlife_center,critical,1
985,dog,aggressive,night,urban,clear,0,0,0,0,0,101,37.77,veterinary,low,1
986,other,trapped,morning,highway,fog,0,1,0,1,0,107,16.06,veterinary,critical,1
987,cat,trapped,morning,highway,storm,0,1,0,1,1,113,37.78,veterinary,critical,0
988,other,endangered,evening,highway,rain,0,0,0,1,0,59,48.87,veterinary,critical,1
989,dog,other,evening,highway,fog,0,0,0,1,0,22,29.07,blue_cross,medium,1
990,bird,other,afternoon,urban,clear,0,0,0,0,0,35,2.32,wildlife_center,low,1
991,cat,trapped,afternoon,highway,storm,0,1,0,1,1,40,6.86,firefighter,critical,1
992,bird,endangered,night,rural,fog,0,0,0,0,0,63,4.62,blue_cross,medium,0
993,cat,other,afternoon,urban,storm,0,0,0,0,1,86,34.99,wildlife_center,low,0
994,other,other,afternoon,water_body,rain,0,0,0,0,0,45,49.63,firefighter,low,1
995,other,trapped,morning,forest,clear,0,1,0,0,0,73,5.94,firefighter,medium,1
996,dog,endangered,evening,forest,rain,0,0,0,0,0,116,40.01,blue_cross,medium,1
997,wildlife,trapped,night,urban,clear,0,1,0,0,0,27,26.56,blue_cross,critical,1
998,wildlife,injured,evening,highway,storm,1,0,0,1,1,119,2.87,blue_cross,critical,0
999,wildlife,trapped,evening,highway,fog,0,1,0,1,0,66,29.82,blue_cross,critical,1
1000,other,trapped,afternoon,rural,fog,0,1,0,0,0,77,36.9,veterinary,medium,0
1001,bird,trapped,night,water_body,rain,0,1,0,0,0,61,49.32,firefighter,medium,0
1002,bird,aggressive,afternoon,forest,clear,0,0,0,0,0,44,20.62,blue_cross,low,1
1003,dog,injured,afternoon,urban,rain,1,0,0,0,0,41,27.93,firefighter,medium,1
1004,dog,aggressive,afternoon,water_body,fog,0,0,0,0,0,70,34.41,veterinary,low,1
1005,other,trapped,morning,water_body,storm,0,1,0,0,1,36,49.71,veterinary,medium,0
1006,cat,other,afternoon,rural,clear,0,0,0,0,0,51,42.05,blue_cross,low,0
1007,wildlife,aggressive,night,rural,storm,0,0,0,0,1,19,17.23,wildlife_center,low,1
1008,dog,endangered,evening,water_body,storm,0,0,0,0,1,38,11.05,firefighter,critical,1
1009,bird,other,morning,water_body,fog,0,0,0,0,0,12,18.11,firefighter,low,1
1010,bird,injured,morning,forest,rain,1,0,0,0,0,60,24.86,veterinary,medium,1
1011,cat,aggressive,morning,water_body,clear,0,0,0,0,0,24,38.59,blue_cross,low,1
1012,wildlife,endangered,evening,forest,fog,0,0,0,0,0,119,9.52,blue_cross,medium,1
1013,wildlife,aggressive,afternoon,rural,storm,0,0,0,0,1,100,21.98,blue_cross,low,0
1014,cat,injured,afternoon,forest,clear,0,0,0,0,0,47,45.1,wildlife_center,low,1
1015,wildlife,endangered,morning,water_body,fog,0,0,0,0,0,75,25.03,wildlife_center,medium,1
1016,wildlife,other,night,rural,clear,0,0,0,0,0,18,39.74,wildlife_center,low,1
1017,other,injured,afternoon,urban,storm,1,0,0,0,1,6,22.0,blue_cross,critical,1
1018,dog,aggressive,afternoon,highway,rain,0,0,0,1,0,98,25.81,wildlife_center,medium,1
1019,dog,endangered,afternoon,water_body,rain,0,0,0,0,0,65,35.47,veterinary,medium,0
1020,other,other,afternoon,rural,rain,0,0,0,0,0,34,6.46,firefighter,low,1
1021,cat,trapped,night,urban,rain,0,1,0,0,0,16,43.29,firefighter,medium,1
1022,bird,trapped,afternoon,forest,fog,0,1,0,0,0,66,3.54,firefighter,medium,0
1023,bird,injured,evening,forest,storm,1,0,1,0,1,36,16.33,veterinary,critical,1
1024,dog,injured,evening,rural,storm,1,0,1,0,1,17,21.83,blue_cross,critical,0
1025,bird,endangered,evening,urban,clear,0,0,0,0,0,90,1.18,wildlife_center,medium,1
1026,bird,other,evening,rural,storm,0,0,0,0,1,31,29.42,veterinary,low,0
1027,cat,other,morning,urban,rain,0,0,0,0,0,29,35.38,veterinary,low,1
1028,other,other,evening,forest,fog,0,0,0,0,0,102,10.5,wildlife_center,low,1
1029,cat,aggressive,evening,highway,storm,0,0,0,1,1,119,18.62,veterinary,medium,0
1030,dog,aggressive,night,highway,clear,0,0,0,1,0,26,30.16,wildlife_center,medium,1
1031,other,injured,afternoon,water_body,fog,1,0,1,0,0,14,8.69,firefighter,critical,1
1032,wildlife,aggressive,evening,rural,rain,0,0,0,0,0,5,8.42,wildlife_center,low,1
1033,dog,other,night,highway,storm,0,0,0,1,1,43,42.7,blue_cross,critical,0
1034,other,injured,afternoon,rural,clear,1,0,0,0,0,86,7.83,blue_cross,medium,0
1035,bird,injured,afternoon,rural,clear,0,0,0,0,0,82,48.62,blue_cross,low,1
1036,other,endangered,afternoon,water_body,storm,0,0,0,0,1,46,49.27,veterinary,critical,0
1037,cat,endangered,afternoon,forest,clear,0,0,0,0,0,73,33.04,veterinary,medium,0
1038,wildlife,endangered,afternoon,water_body,rain,0,0,0,0,0,46,13.81,firefighter,medium,1
1039,cat,aggressive,evening,rural,fog,0,0,0,0,0,16,25.05,firefighter,low,1
1040,cat,trapped,night,rural,storm,0,1,0,0,1,7,15.85,wildlife_center,medium,1
1041,other,trapped,morning,rural,clear,0,1,0,0,0,59,12.64,firefighter,medium,1
1042,other,trapped,morning,highway,clear,0,1,0,1,0,53,19.51,veterinary,critical,0
1043,dog,trapped,afternoon,urban,storm,0,1,0,0,1,23,46.96,veterinary,medium,0
1044,dog,injured,evening,urban,rain,0,0,1,0,0,119,22.49,wildlife_center,medium,1
1045,wildlife,trapped,afternoon,urban,storm,0,1,0,0,1,85,27.41,veterinary,critical,0
1046,dog,other,evening,urban,fog,0,0,0,0,0,23,0.56,wildlife_center,low,1
1047,wildlife,aggressive,afternoon,forest,storm,0,0,0,0,1,33,46.12,firefighter,low,0
1048,dog,aggressive,afternoon,urban,rain,0,0,0,0,0,18,47.85,blue_cross,low,1
1049,other,endangered,morning,forest,clear,0,0,0,0,0,119,2.65,wildlife_center,medium,1
1050,other,endangered,afternoon,water_body,rain,0,0,0,0,0,119,33.53,blue_cross,medium,0
1051,bird,endangered,morning,forest,fog,0,0,0,0,0,89,18.77,blue_cross,medium,0
1052,dog,injured,afternoon,rural,storm,0,0,0,0,1,106,39.38,firefighter,low,0
1053,dog,other,night,forest,rain,0,0,0,0,0,16,16.49,wildlife_center,low,1
1054,wildlife,endangered,evening,water_body,fog,0,0,0,0,0,66,34.82,firefighter,medium,0
1055,bird,trapped,afternoon,water_body,fog,0,1,0,0,0,75,25.11,firefighter,medium,0
1056,cat,aggressive,morning,highway,fog,0,0,0,1,0,72,29.1,wildlife_center,medium,0
1057,cat,endangered,morning,rural,clear,0,0,0,0,0,51,28.14,wildlife_center,medium,0
1058,dog,endangered,evening,rural,storm,0,0,0,0,1,63,7.63,firefighter,critical,1
1059,cat,injured,afternoon,urban,rain,0,0,0,0,0,59,18.9,veterinary,low,1
1060,dog,aggressive,afternoon,urban,rain,0,0,0,0,0,51,7.49,wildlife_center,low,1
1061,other,aggressive,afternoon,rural,fog,0,0,0,0,0,100,7.44,blue_cross,low,1
1062,bird,aggressive,morning,forest,clear,0,0,0,0,0,24,3.47,veterinary,low,1
1063,cat,other,afternoon,urban,fog,0,0,0,0,0,111,21.47,firefighter,low,0
1064,bird,other,evening,rural,fog,0,0,0,0,0,25,13.96,veterinary,low,1
1065,cat,trapped,night,highway,clear,0,1,0,1,0,33,19.92,veterinary,critical,1
1066,wildlife,aggressive,evening,water_body,fog,0,0,0,0,0,26,3.21,blue_cross,low,1
1067,cat,endangered,morning,urban,clear,0,0,0,0,0,51,30.36,blue_cross,medium,1
1068,bird,trapped,morning,urban,rain,0,1,0,0,0,81,1.04,blue_cross,medium,1
1069,cat,injured,afternoon,forest,clear,1,0,0,0,0,77,49.33,firefighter,medium,1
1070,bird,injured,evening,urban,storm,1,0,1,0,1,69,10.15,firefighter,critical,0
1071,cat,injured,evening,water_body,clear,1,0,1,0,0,8,29.57,firefighter,critical,1
1072,dog,endangered,afternoon,rural,fog,0,0,0,0,0,15,44.32,veterinary,medium,0
1073,cat,trapped,afternoon,rural,storm,0,1,0,0,1,62,39.37,blue_cross,medium,0
1074,other,aggressive,morning,water_body,rain,0,0,0,0,0,31,49.85,veterinary,low,0
1075,other,aggressive,morning,urban,rain,0,0,0,0,0,103,43.59,veterinary,low,0
1076,wildlife,endangered,afternoon,forest,rain,0,0,0,0,0,13,14.37,blue_cross,medium,1
1077,dog,trapped,night,forest,fog,0,1,0,0,0,37,38.28,firefighter,medium,0
1078,cat,injured,night,urban,storm,1,0,0,0,1,114,31.17,wildlife_center,critical,0
1079,other,other,evening,forest,clear,0,0,0,0,0,92,20.95,firefighter,low,1
1080,dog,other,morning,rural,clear,0,0,0,0,0,24,42.73,blue_cross,low,1
1081,other,aggressive,morning,rural,fog,0,0,0,0,0,116,23.38,veterinary,low,1
1082,wildlife,other,night,urban,clear,0,0,0,0,0,28,36.72,firefighter,low,0
1083,cat,aggressive,evening,urban,storm,0,0,0,0,1,48,49.82,firefighter,low,1
1084,wildlife,injured,evening,water_body,clear,1,0,1,0,0,23,32.19,blue_cross,critical,0
1085,other,aggressive,morning,forest,fog,0,0,0,0,0,65,11.06,wildlife_center,low,0
1086,wildlife,endangered,evening,rural,clear,0,0,0,0,0,23,3.93,firefighter,medium,1
1087,wildlife,aggressive,afternoon,forest,rain,0,0,0,0,0,111,3.16,firefighter,low,1
1088,bird,trapped,afternoon,forest,fog,0,1,0,0,0,66,24.04,wildlife_center,medium,0
1089,wildlife,endangered,night,urban,rain,0,0,0,0,0,14,36.27,wildlife_center,medium,1
1090,bird,injured,afternoon,water_body,rain,1,0,0,0,0,106,48.51,firefighter,medium,0
1091,dog,aggressive,afternoon,water_body,clear,0,0,0,0,0,9,11.32,wildlife_center,low,1
1092,other,trapped,night,rural,storm,0,1,0,0,1,31,47.64,veterinary,medium,1
1093,bird,injured,evening,forest,clear,1,0,0,0,0,63,21.0,blue_cross,medium,1
1094,other,aggressive,evening,urban,rain,0,0,0,0,0,63,21.7,wildlife_center,low,1
1095,cat,other,night,water_body,storm,0,0,0,0,1,113,33.15,firefighter,low,0
1096,other,injured,morning,urban,clear,1,0,0,0,0,57,5.63,veterinary,medium,1
1097,other,other,morning,forest,fog,0,0,0,0,0,32,11.53,firefighter,low,1
1098,dog,trapped,night,urban,storm,0,1,0,0,1,106,45.74,firefighter,medium,0
1099,wildlife,injured,evening,rural,storm,0,0,0,0,1,44,42.0,firefighter,medium,0
1100,dog,aggressive,morning,urban,clear,0,0,0,0,0,24,39.63,blue_cross,low,1
1101,other,aggressive,afternoon,highway,fog,0,0,0,1,0,29,31.01,firefighter,medium,0
1102,other,aggressive,afternoon,water_body,rain,0,0,0,0,0,56,45.26,wildlife_center,low,1
1103,dog,trapped,morning,highway,fog,0,1,0,1,0,112,38.23,blue_cross,critical,0
1104,cat,endangered,afternoon,urban,clear,0,0,0,0,0,8,22.15,wildlife_center,medium,1
1105,other,injured,night,urban,rain,1,0,0,0,0,104,18.23,wildlife_center,medium,0
1106,cat,endangered,afternoon,highway,rain,0,0,0,1,0,97,39.11,firefighter,critical,0
1107,dog,endangered,morning,rural,clear,0,0,0,0,0,86,49.25,veterinary,medium,1
1108,other,injured,morning,rural,storm,0,0,0,0,1,14,24.97,blue_cross,low,0
1109,cat,aggressive,morning,water_body,clear,0,0,0,0,0,57,4.14,veterinary,low,1
1110,wildlife,aggressive,evening,water_body,rain,0,0,0,0,0,28,15.29,wildlife_center,low,1
1111,other,injured,morning,forest,storm,1,0,0,0,1,74,0.75,blue_cross,critical,0
1112,cat,other,morning,highway,clear,0,0,0,1,0,71,25.83,wildlife_center,medium,1
1113,bird,injured,afternoon,urban,storm,0,0,0,0,1,93,47.02,blue_cross,low,0
1114,cat,injured,evening,highway,storm,1,0,1,1,1,60,25.88,firefighter,critical,0
1115,bird,trapped,afternoon,forest,fog,0,1,0,0,0,18,29.39,blue_cross,medium,1
1116,cat,aggressive,night,water_body,fog,0,0,0,0,0,81,37.48,blue_cross,low,0
1117,other,aggressive,night,rural,storm,0,0,0,0,1,52,44.95,veterinary,low,1
1118,dog,other,evening,highway,fog,0,0,0,1,0,42,30.39,blue_cross,medium,1
1119,dog,trapped,evening,water_body,rain,0,1,0,0,0,50,12.64,wildlife_center,medium,1
1120,bird,trapped,evening,urban,clear,0,1,0,0,0,45,34.57,blue_cross,medium,1
1121,other,endangered,afternoon,highway,clear,0,0,0,1,0,54,14.54,wildlife_center,critical,1
1122,dog,other,evening,highway,clear,0,0,0,1,0,78,44.69,firefighter,medium,0
1123,wildlife,endangered,evening,rural,rain,0,0,0,0,0,11,40.23,firefighter,medium,1
1124,bird,aggressive,morning,urban,fog,0,0,0,0,0,26,30.27,firefighter,low,1
1125,dog,endangered,morning,highway,clear,0,0,0,1,0,64,14.58,firefighter,critical,1
1126,other,other,morning,forest,clear,0,0,0,0,0,13,23.76,firefighter,low,1
1127,bird,endangered,evening,water_body,clear,0,0,0,0,0,76,38.84,firefighter,medium,0
1128,wildlife,endangered,night,water_body,clear,0,0,0,0,0,112,19.01,veterinary,medium,1
1129,dog,injured,afternoon,urban,storm,1,0,1,0,1,33,8.92,wildlife_center,critical,0
1130,bird,other,morning,urban,storm,0,0,0,0,1,118,39.35,veterinary,low,1
1131,bird,injured,evening,forest,fog,0,0,0,0,0,22,29.38,veterinary,low,1
1132,cat,other,night,water_body,clear,0,0,0,0,0,71,26.62,firefighter,low,0
1133,bird,endangered,night,rural,clear,0,0,0,0,0,38,38.43,veterinary,medium,1
1134,cat,trapped,morning,urban,fog,0,1,0,0,0,12,11.02,wildlife_center,medium,1
1135,wildlife,trapped,night,urban,storm,0,1,0,0,1,31,40.79,blue_cross,critical,0
1136,bird,aggressive,afternoon,highway,clear,0,0,0,1,0,21,11.33,blue_cross,medium,1
1137,wildlife,other,afternoon,water_body,rain,0,0,0,0,0,13,14.25,wildlife_center,low,1
1138,other,injured,afternoon,water_body,clear,1,0,0,0,0,119,23.31,blue_cross,medium,1
1139,other,aggressive,evening,forest,clear,0,0,0,0,0,75,4.66,firefighter,low,1
1140,wildlife,other,night,highway,storm,0,0,0,1,1,11,22.35,blue_cross,critical,1
1141,wildlife,aggressive,afternoon,forest,rain,0,0,0,0,0,56,9.24,blue_cross,low,1
1142,wildlife,other,night,urban,clear,0,0,0,0,0,87,12.82,veterinary,low,1
1143,dog,injured,evening,rural,clear,1,0,0,0,0,117,31.2,firefighter,medium,0
1144,dog,trapped,evening,water_body,rain,0,1,0,0,0,26,39.39,blue_cross,medium,0
1145,other,endangered,morning,urban,rain,0,0,0,0,0,69,45.44,firefighter,medium,0
1146,cat,trapped,evening,urban,rain,0,1,0,0,0,28,16.94,firefighter,medium,1
1147,dog,aggressive,night,forest,clear,0,0,0,0,0,27,48.73,veterinary,low,1
1148,dog,other,evening,water_body,clear,0,0,0,0,0,67,43.72,firefighter,low,1
1149,dog,other,evening,rural,rain,0,0,0,0,0,101,7.76,veterinary,low,1
1150,bird,aggressive,night,forest,storm,0,0,0,0,1,89,24.58,blue_cross,medium,0
1151,bird,endangered,evening,highway,fog,0,0,0,1,0,19,13.86,veterinary,critical,1
1152,wildlife,trapped,afternoon,forest,fog,0,1,0,0,0,8,12.6,firefighter,critical,1
1153,dog,trapped,night,urban,storm,0,1,0,0,1,117,31.53,firefighter,medium,0
1154,other,trapped,evening,forest,storm,0,1,0,0,1,55,29.66,blue_cross,medium,1
1155,dog,other,evening,highway,clear,0,0,0,1,0,60,39.87,blue_cross,medium,1
1156,dog,aggressive,afternoon,water_body,rain,0,0,0,0,0,71,48.35,wildlife_center,low,1
1157,bird,injured,evening,urban,fog,0,0,0,0,0,80,6.61,firefighter,low,1
1158,wildlife,endangered,morning,urban,storm,0,0,0,0,1,22,17.84,blue_cross,critical,0
1159,other,other,afternoon,urban,storm,0,0,0,0,1,23,49.8,wildlife_center,low,1
1160,dog,endangered,afternoon,urban,fog,0,0,0,0,0,50,12.81,firefighter,medium,1
1161,dog,endangered,evening,highway,storm,0,0,0,1,1,27,28.41,blue_cross,critical,0
1162,cat,trapped,evening,rural,fog,0,1,0,0,0,75,10.38,blue_cross,medium,1
1163,other,aggressive,afternoon,water_body,fog,0,0,0,0,0,17,7.36,firefighter,low,1
1164,other,endangered,night,forest,fog,0,0,0,0,0,64,21.32,firefighter,medium,1
1165,other,injured,night,urban,rain,1,0,0,0,0,36,29.23,blue_cross,medium,1
1166,other,other,evening,urban,fog,0,0,0,0,0,21,20.45,veterinary,low,1
1167,other,aggressive,morning,urban,clear,0,0,0,0,0,39,41.58,veterinary,low,1
1168,dog,endangered,night,forest,clear,0,0,0,0,0,20,37.15,veterinary,medium,1
1169,other,trapped,night,rural,rain,0,1,0,0,0,119,33.95,wildlife_center,medium,0
1170,bird,injured,night,highway,rain,0,0,0,1,0,82,44.06,veterinary,medium,1
1171,dog,aggressive,morning,highway,fog,0,0,0,1,0,55,3.25,veterinary,medium,1
1172,wildlife,trapped,afternoon,highway,storm,0,1,0,1,1,110,30.83,firefighter,critical,0
1173,other,injured,night,rural,clear,0,0,1,0,0,89,12.41,wildlife_center,medium,1
1174,bird,endangered,morning,highway,fog,0,0,0,1,0,52,33.55,firefighter,critical,1
1175,dog,aggressive,night,water_body,rain,0,0,0,0,0,8,14.53,veterinary,low,1
1176,dog,other,evening,urban,fog,0,0,0,0,0,10,45.45,blue_cross,low,0
1177,wildlife,aggressive,evening,urban,rain,0,0,0,0,0,50,25.28,wildlife_center,low,1
1178,other,aggressive,morning,rural,rain,0,0,0,0,0,50,32.97,blue_cross,low,1
1179,cat,endangered,evening,water_body,clear,0,0,0,0,0,112,32.43,firefighter,medium,0
1180,other,trapped,evening,rural,storm,0,1,0,0,1,80,47.78,blue_cross,medium,0
1181,wildlife,injured,morning,urban,rain,0,0,0,0,0,68,46.74,firefighter,medium,1
1182,cat,trapped,morning,rural,fog,0,1,0,0,0,101,48.68,veterinary,medium,1
1183,bird,injured,morning,urban,fog,1,0,0,0,0,112,1.96,wildlife_center,medium,1
1184,wildlife,aggressive,afternoon,highway,rain,0,0,0,1,0,30,13.0,firefighter,medium,1
1185,cat,trapped,afternoon,water_body,rain,0,1,0,0,0,16,29.31,veterinary,medium,1
1186,cat,injured,evening,water_body,clear,0,0,0,0,0,98,32.29,firefighter,low,1
1187,cat,other,night,highway,storm,0,0,0,1,1,50,31.11,wildlife_center,critical,0
1188,wildlife,aggressive,night,urban,clear,0,0,0,0,0,21,39.23,blue_cross,low,1
1189,wildlife,trapped,morning,highway,storm,0,1,0,1,1,7,11.59,blue_cross,critical,0
1190,bird,aggressive,evening,urban,rain,0,0,0,0,0,41,4.2,wildlife_center,low,1
1191,other,other,evening,water_body,clear,0,0,0,0,0,74,35.03,veterinary,low,0
1192,bird,injured,morning,forest,fog,0,0,0,0,0,102,3.44,wildlife_center,low,0
1193,bird,injured,afternoon,water_body,clear,1,0,0,0,0,83,35.3,veterinary,medium,0
1194,dog,aggressive,morning,highway,fog,0,0,0,1,0,21,13.89,veterinary,medium,1
1195,wildlife,other,afternoon,forest,fog,0,0,0,0,0,66,15.52,wildlife_center,low,1
1196,dog,injured,afternoon,highway,fog,1,0,1,1,0,75,24.37,firefighter,critical,0
1197,cat,aggressive,night,highway,rain,0,0,0,1,0,19,22.18,blue_cross,medium,1
1198,bird,aggressive,morning,rural,rain,0,0,0,0,0,16,29.64,wildlife_center,low,1
1199,other,other,morning,urban,rain,0,0,0,0,0,109,3.32,veterinary,low,1
1200,cat,endangered,morning,forest,storm,0,0,0,0,1,82,32.93,wildlife_center,critical,0
1201,cat,other,night,water_body,clear,0,0,0,0,0,89,4.3,blue_cross,low,0
1202,cat,aggressive,evening,rural,fog,0,0,0,0,0,96,15.48,blue_cross,low,0
1203,bird,trapped,evening,forest,clear,0,1,0,0,0,11,17.66,firefighter,medium,1
1204,other,aggressive,evening,urban,rain,0,0,0,0,0,22,42.15,wildlife_center,low,1
1205,other,trapped,morning,forest,rain,0,1,0,0,0,9,48.91,firefighter,medium,1
1206,wildlife,injured,morning,water_body,clear,0,0,0,0,0,43,41.45,veterinary,medium,1
1207,other,aggressive,night,urban,fog,0,0,0,0,0,54,22.48,wildlife_center,low,1
1208,cat,aggressive,morning,forest,clear,0,0,0,0,0,74,38.27,veterinary,low,0
1209,bird,endangered,afternoon,urban,storm,0,0,0,0,1,97,41.55,firefighter,critical,0
1210,dog,injured,night,forest,fog,1,0,1,0,0,103,26.19,wildlife_center,critical,0
1211,wildlife,trapped,afternoon,urban,storm,0,1,0,0,1,107,34.29,blue_cross,critical,1
1212,cat,other,evening,forest,fog,0,0,0,0,0,9,30.97,blue_cross,low,1
1213,bird,other,morning,urban,storm,0,0,0,0,1,77,33.21,blue_cross,low,0
1214,wildlife,aggressive,morning,water_body,clear,0,0,0,0,0,64,2.33,blue_cross,low,1
1215,other,trapped,night,urban,clear,0,1,0,0,0,40,44.9,blue_cross,medium,0
1216,wildlife,trapped,evening,forest,storm,0,1,0,0,1,116,25.0,wildlife_center,critical,0
1217,cat,other,morning,rural,clear,0,0,0,0,0,88,2.41,firefighter,low,1
1218,dog,other,afternoon,urban,storm,0,0,0,0,1,37,1.3,blue_cross,low,1
1219,dog,other,afternoon,forest,clear,0,0,0,0,0,14,25.59,veterinary,low,1
1220,cat,trapped,evening,highway,storm,0,1,0,1,1,111,41.22,firefighter,critical,1
1221,wildlife,endangered,afternoon,urban,storm,0,0,0,0,1,82,39.51,blue_cross,critical,0
1222,bird,aggressive,evening,highway,clear,0,0,0,1,0,25,18.73,blue_cross,medium,0
1223,other,injured,morning,highway,rain,1,0,0,1,0,104,37.23,blue_cross,critical,0
1224,wildlife,other,morning,rural,fog,0,0,0,0,0,102,49.89,veterinary,low,0
1225,cat,other,night,highway,clear,0,0,0,1,0,113,43.98,veterinary,medium,0
1226,other,other,night,forest,storm,0,0,0,0,1,29,41.88,blue_cross,medium,0
1227,bird,trapped,evening,rural,fog,0,1,0,0,0,45,37.54,veterinary,medium,0
1228,wildlife,aggressive,evening,urban,storm,0,0,0,0,1,76,25.53,blue_cross,low,0
1229,other,trapped,night,water_body,rain,0,1,0,0,0,77,41.48,wildlife_center,medium,0
1230,cat,aggressive,afternoon,highway,storm,0,0,0,1,1,106,14.7,blue_cross,medium,1
1231,wildlife,aggressive,afternoon,highway,fog,0,0,0,1,0,85,44.13,wildlife_center,medium,0
1232,wildlife,injured,afternoon,urban,fog,0,0,0,0,0,65,37.27,wildlife_center,medium,0
1233,wildlife,injured,afternoon,urban,rain,1,0,0,0,0,54,45.26,blue_cross,critical,1
1234,other,trapped,evening,urban,storm,0,1,0,0,1,119,41.32,blue_cross,medium,0
1235,other,injured,morning,urban,storm,1,0,1,0,1,85,22.76,firefighter,critical,0
1236,wildlife,trapped,afternoon,highway,clear,0,1,0,1,0,24,44.83,blue_cross,critical,0
